1903, 2103, 1296, 1690, 1890, 1220, 1176, 1783, 1206, 2056, 1693, 1960, 2016, 1323, 1793, 1880, 1860, 1980, 1406, 1670, 1813, 1946, 1776, 1840, 1903, 1893, 1306, 1690, 2136, 1633
1583, 1133, 1666, 2070, 976, 1316, 1210, 1223, 1763, 1250, 1296, 1163, 1253, 1280, 1000, 1220, 1126, 1360, 1153, 1163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1686, 1750, 1266, 1790, 1410, 1313, 1356, 1806, 1540, 1246, 1606, 1313, 1383, 1646, 1303, 1266, 1316, 1343, 1943, 1710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1326, 1830, 1280, 1186, 0, 1773, 1413, 946, 1443, 1696, 1253, 1360, 1666, 1383, 1806, 1130, 1370, 1783, 1040, 1303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1266, 1193, 1326, 1023, 1133, 923, 1030, 1316, 1376, 1046, 1166, 990, 1383, 1116, 983, 1270, 973, 1223, 1150, 2010, 953, 1193, 1196, 1146, 2230, 1846, 1283, 2046, 976, 993
1213, 1110, 1076, 1083, 1410, 1380, 2040, 1013, 1236, 1646, 1180, 1663, 1193, 1643, 1780, 956, 1133, 1303, 1310, 1346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 1130, 1106, 1120, 926, 1310, 996, 983, 2430, 1653, 1110, 1700, 1063, 1136, 1320, 1310, 1333, 1300, 966, 1023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2036, 2053, 1733, 1386, 1250, 1483, 1320, 1820, 1610, 1943, 1713, 1383, 1906, 1440, 2040, 1990, 1983, 1623, 1816, 1423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1423, 1340, 2280, 1346, 2426, 1253, 1100, 1166, 1546, 1643, 1086, 1666, 1270, 1183, 1336, 1226, 1200, 1430, 1246, 1323, 1240, 1303, 1440, 1070, 1183, 1626, 1206, 1196, 1480, 1310
1453, 1250, 1296, 1310, 1293, 926, 1306, 1286, 1166, 1496, 1350, 1423, 1073, 2113, 1980, 1373, 1090, 1316, 1130, 1550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2386, 873, 1403, 1150, 1133, 1063, 1053, 1066, 1123, 1753, 1393, 1266, 1093, 1066, 1223, 1066, 1293, 1410, 903, 1190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1083, 1086, 1266, 1316, 1156, 1236, 1116, 1213, 1410, 1673, 1290, 1410, 1190, 1046, 1220, 1150, 1483, 1210, 1100, 1706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
